not using,entry complete,accession,length,host,country,state,county,city,isolation,collection_date,latitude,longitude,name,notes,remove
,x,HM488172,10887,Ochlerotatus sticticus,USA,Connecticut,Fairfield County,Fairfield,pooled insects,08/11/2003,,,"West Nile virus isolate WNV-1/US/BID-V4561/2003, complete genome",,
,x,HM488173,10902,Culex restuans,USA,Connecticut,New Haven County,New Haven,pooled insects,08/12/2003,,,"West Nile virus isolate WNV-1/US/BID-V4562/2003, complete genome",,
,x,HM488174,10741,Culex salinarius,USA,Connecticut,New Haven County,West Haven,pooled insects,08/12/2003,,,"West Nile virus isolate WNV-1/US/BID-V4563/2003, complete genome",,
,x,HM488175,10707,Culex restuans,USA,Connecticut,Hartford County,Glastonbury,pooled insects,08/19/2003,,,"West Nile virus isolate WNV-1/US/BID-V4569/2003, complete genome",,
,x,HM488176,11018,Culex salinarius,USA,Connecticut,New Haven County,West Haven,pooled insects,08/20/2003,,,"West Nile virus isolate WNV-1/US/BID-V4575/2003, complete genome",,
x,x,HM488177,10621,Corvus brachyrhynchos,USA,Illinois,,,,2002,,,"West Nile virus isolate WNV-1/US/BID-V4336/2002, complete genome",,
x,x,HM488178,10614,Corvus brachyrhynchos,USA,Illinois,,,,2002,,,"West Nile virus isolate WNV-1/US/BID-V4337/2002, complete genome",,
x,x,HM488179,10452,Corvus brachyrhynchos,USA,Illinois,,,,2002,,,"West Nile virus isolate WNV-1/US/BID-V4338/2002, complete genome",,
x,x,HM488180,10541,Corvus brachyrhynchos,USA,Illinois,,,,2002,,,"West Nile virus isolate WNV-1/US/BID-V4339/2002, complete genome",,
x,x,HM488181,10433,Corvus brachyrhynchos,USA,Illinois,,,,2002,,,"West Nile virus isolate WNV-1/US/BID-V4340/2002, complete genome",,
x,x,HM488182,10474,Corvus brachyrhynchos,USA,Illinois,,,,2002,,,"West Nile virus isolate WNV-1/US/BID-V4341/2002, complete genome",,
x,x,HM488183,10621,Cyanocitta cristata,USA,Illinois,,,,2002,,,"West Nile virus isolate WNV-1/US/BID-V4345/2002, complete genome",,
x,x,HM488184,10621,Cyanocitta cristata,USA,Illinois,,,,2002,,,"West Nile virus isolate WNV-1/US/BID-V4346/2002, complete genome",,
x,x,HM488185,10621,Cyanocitta cristata,USA,Illinois,,,,2003,,,"West Nile virus isolate WNV-1/US/BID-V4347/2003, complete genome",,
x,x,HM488186,10440,Corvus brachyrhynchos,USA,Illinois,,,,2003,,,"West Nile virus isolate WNV-1/US/BID-V4350/2003, complete genome",,
x,x,HM488187,10442,Corvus brachyrhynchos,USA,Illinois,,,,2003,,,"West Nile virus isolate WNV-1/US/BID-V4351/2003, complete genome",,
x,x,HM488188,10621,Corvus brachyrhynchos,USA,Illinois,,,,2004,,,"West Nile virus isolate WNV-1/US/BID-V4353/2004, complete genome",,
x,x,HM488189,10508,Cyanocitta cristata,USA,Illinois,,,,2004,,,"West Nile virus isolate WNV-1/US/BID-V4367/2004, complete genome",,
x,x,HM488190,10402,Corvus brachyrhynchos,USA,Illinois,,,,2004,,,"West Nile virus isolate WNV-1/US/BID-V4368/2004, complete genome",,
x,x,HM488191,10621,Corvus brachyrhynchos,USA,Illinois,,,,2004,,,"West Nile virus isolate WNV-1/US/BID-V4369/2004, complete genome",,
x,x,HM488192,10610,Corvus brachyrhynchos,USA,Illinois,,,,2005,,,"West Nile virus isolate WNV-1/US/BID-V4371/2005, complete genome",,
x,x,HM488193,10409,Corvus brachyrhynchos,USA,Illinois,,,,2005,,,"West Nile virus isolate WNV-1/US/BID-V4373/2005, complete genome",,
x,x,HM488194,10663,Corvus brachyrhynchos,USA,Illinois,,,,2005,,,"West Nile virus isolate WNV-1/US/BID-V4374/2005, complete genome",,
x,x,HM488195,10488,Cyanocitta cristata,USA,Illinois,,,,2005,,,"West Nile virus isolate WNV-1/US/BID-V4375/2005, complete genome",,
x,x,HM488196,10437,Corvus brachyrhynchos,USA,Illinois,,,,2005,,,"West Nile virus isolate WNV-1/US/BID-V4376/2005, complete genome",,
x,x,HM488197,10620,Corvus brachyrhynchos,USA,Illinois,,,,2005,,,"West Nile virus isolate WNV-1/US/BID-V4377/2005, complete genome",,
x,x,HM488198,10617,Culex pipiens,USA,Illinois,,,,2005,,,"West Nile virus isolate WNV-1/US/BID-V4378/2005, complete genome",,
x,x,HM488199,10614,Corvus brachyrhynchos,USA,New York,,,brain,2007,,,"West Nile virus isolate WNV-1/US/BID-V4090/2007, complete genome",,
x,x,HM488200,10621,Corvus brachyrhynchos,USA,New York,,,brain,2007,,,"West Nile virus isolate WNV-1/US/BID-V4092/2007, complete genome",,
x,x,HM488201,10665,Corvus brachyrhynchos,USA,New York,,,brain,2007,,,"West Nile virus isolate WNV-1/US/BID-V4093/2007, complete genome",,
x,x,HM488202,10463,Cyanocitta cristata,USA,New York,,,brain,2007,,,"West Nile virus isolate WNV-1/US/BID-V4094/2007, complete genome",,
x,x,HM488203,10620,Corvus brachyrhynchos,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4096/2008, complete genome",,
x,x,HM488204,10617,Corvus brachyrhynchos,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4098/2008, complete genome",,
x,x,HM488205,10621,Corvus brachyrhynchos,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4099/2008, complete genome",,
x,x,HM488206,10541,Corvus brachyrhynchos,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4100/2008, complete genome",,
x,x,HM488207,10621,Cyanocitta cristata,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4101/2008, complete genome",,
,x,HM488208,10691,Culex salinarius,USA,Connecticut,Fairfield County,Stratford,pooled insects,08/19/2002,,,"West Nile virus isolate WNV-1/US/BID-V4204/2002, complete genome",,
,x,HM488209,10622,Ochlerotatus sticticus,USA,Connecticut,Fairfield County,Monroe,pooled insects,08/14/2003,,,"West Nile virus isolate WNV-1/US/BID-V4564/2003, complete genome",,
,x,HM488210,10709,Culiseta melanura,USA,Connecticut,New Haven County,Bethany,pooled insects,08/18/2003,,,"West Nile virus isolate WNV-1/US/BID-V4565/2003, complete genome",,
x,x,HM488211,10649,Culex restuans,USA,Connecticut,,,pooled insects,2003,,,"West Nile virus isolate WNV-1/US/BID-V4566/2003, complete genome",,
,x,HM488212,10761,Culex salinarius,USA,Connecticut,New Haven County,New Haven,pooled insects,08/19/2003,,,"West Nile virus isolate WNV-1/US/BID-V4567/2003, complete genome",,
,x,HM488213,10672,Culex restuans,USA,Connecticut,Fairfield County,Darien,pooled insects,08/20/2003,,,"West Nile virus isolate WNV-1/US/BID-V4571/2003, complete genome",,
,x,HM488214,10621,Culex pipiens,USA,Connecticut,Fairfield County,Fairfield,pooled insects,08/20/2003,,,"West Nile virus isolate WNV-1/US/BID-V4572/2003, complete genome",,
,x,HM488215,10621,Culiseta melanura,USA,Connecticut,Fairfield County,Fairfield,pooled insects,08/20/2003,,,"West Nile virus isolate WNV-1/US/BID-V4573/2003, complete genome",,
,x,HM488216,10645,Culiseta melanura,USA,Connecticut,New London County,Voluntown,pooled insects,08/20/2003,,,"West Nile virus isolate WNV-1/US/BID-V4574/2003, complete genome",,
,x,HM488217,10467,Culex salinarius,USA,Connecticut,New Haven County,New Haven,pooled insects,08/21/2003,,,"West Nile virus isolate WNV-1/US/BID-V4581/2003, complete genome",,
,x,HM488218,10491,Culex pipiens,USA,Connecticut,Fairfield County,Danbury,pooled insects,08/25/2003,,,"West Nile virus isolate WNV-1/US/BID-V4583/2003, complete genome",,
,x,HM488219,10985,Culex pipiens,USA,Connecticut,Hartford County,Southington,pooled insects,08/25/2003,,,"West Nile virus isolate WNV-1/US/BID-V4585/2003, complete genome",,
,x,HM488220,10621,Culex salinarius,USA,Connecticut,New Haven County,West Haven,pooled insects,08/25/2003,,,"West Nile virus isolate WNV-1/US/BID-V4586/2003, complete genome",,
,x,HM488221,10704,Culiseta melanura,USA,Connecticut,New London County,Ledyard,pooled insects,09/03/2003,,,"West Nile virus isolate WNV-1/US/BID-V4593/2003, complete genome",,
,x,HM488222,10649,Culiseta melanura,USA,Connecticut,New London County,Stonington,pooled insects,09/09/2003,,,"West Nile virus isolate WNV-1/US/BID-V4599/2003, complete genome",,
,x,HM488223,10619,Culiseta melanura,USA,Connecticut,Fairfield County,Fairfield,pooled insects,09/11/2003,,,"West Nile virus isolate WNV-1/US/BID-V4603/2003, complete genome",,
,x,HM488224,10439,Culiseta melanura,USA,Connecticut,Fairfield County,Fairfield,pooled insects,09/11/2003,,,"West Nile virus isolate WNV-1/US/BID-V4604/2003, complete genome",,
,x,HM488225,10620,Aedes cinereus,USA,Connecticut,New Haven County,New Haven,pooled insects,09/15/2003,,,"West Nile virus isolate WNV-1/US/BID-V4605/2003, complete genome",,
,x,HM488226,10621,Culex pipiens,USA,Connecticut,New Haven County,New Haven,pooled insects,09/15/2003,,,"West Nile virus isolate WNV-1/US/BID-V4607/2003, complete genome",,
,x,HM488227,10655,Culex restuans,USA,Connecticut,New Haven County,New Haven,pooled insects,09/15/2003,,,"West Nile virus isolate WNV-1/US/BID-V4608/2003, complete genome",,
,x,HM488228,10621,Culex salinarius,USA,Connecticut,New Haven County,New Haven,pooled insects,09/15/2003,,,"West Nile virus isolate WNV-1/US/BID-V4609/2003, complete genome",,
,x,HM488229,10622,Psorophora ferox,USA,Connecticut,New Haven County,New Haven,pooled insects,09/15/2003,,,"West Nile virus isolate WNV-1/US/BID-V4610/2003, complete genome",,
,x,HM488230,10985,Culex salinarius,USA,Connecticut,Windham County,Plainfield,pooled insects,09/16/2003,,,"West Nile virus isolate WNV-1/US/BID-V4612/2003, complete genome",,
,x,HM488231,10501,Culiseta melanura,USA,Connecticut,Middlesex County,Chester,pooled insects,09/17/2003,,,"West Nile virus isolate WNV-1/US/BID-V4613/2003, complete genome",,
,x,HM488232,10737,Culiseta melanura,USA,Connecticut,Middlesex County,Chester,pooled insects,09/17/2003,,,"West Nile virus isolate WNV-1/US/BID-V4614/2003, complete genome",,
,x,HM488233,10732,Aedes vexans,USA,Connecticut,New Haven County,Meriden,pooled insects,09/17/2003,,,"West Nile virus isolate WNV-1/US/BID-V4616/2003, complete genome",,
,x,HM488234,10741,Culex salinarius,USA,Connecticut,New Haven County,Menden,pooled insects,09/17/2003,,,"West Nile virus isolate WNV-1/US/BID-V4617/2003, complete genome",,
,x,HM488235,10908,Culiseta melanura,USA,Connecticut,Fairfield County,Darien,pooled insects,09/24/2003,,,"West Nile virus isolate WNV-1/US/BID-V4619/2003, complete genome",,
,x,HM488236,10843,Culiseta melanura,USA,Connecticut,Middlesex County,Killingworth,pooled insects,10/15/2003,,,"West Nile virus isolate WNV-1/US/BID-V4700/2003, complete genome",,
x,x,HM488237,10621,Corvus brachyrhynchos,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4622/2008, complete genome",,
x,x,HM488238,10621,Corvus brachyrhynchos,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4623/2008, complete genome",,
x,x,HM488239,10621,Corvus brachyrhynchos,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4624/2008, complete genome",,
x,x,HM488240,10403,Cyanocitta cristata,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4627/2008, complete genome",,
x,x,HM488241,10623,Corvus brachyrhynchos,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4628/2008, complete genome",,
x,x,HM488242,10478,Poecile atricapilla,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4631/2008, complete genome",,
x,x,HM488243,10618,Corvus brachyrhynchos,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4632/2008, complete genome",,
x,x,HM488244,10629,,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4634/2008, complete genome",,
x,x,HM488245,10621,Corvus brachyrhynchos,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4635/2008, complete genome",,
x,x,HM488246,10533,Corvus brachyrhynchos,USA,New York,,,brain,2001,,,"West Nile virus isolate WNV-1/US/BID-V4689/2001, complete genome",,
x,x,HM488247,10612,Corvus brachyrhynchos,USA,New York,,,brain,2001,,,"West Nile virus isolate WNV-1/US/BID-V4691/2001, complete genome",,
x,x,HM488248,10608,Corvus brachyrhynchos,USA,New York,,,brain,2001,,,"West Nile virus isolate WNV-1/US/BID-V4694/2001, complete genome",,
x,x,HM488249,10484,Corvus brachyrhynchos,USA,New York,,,brain,2001,,,"West Nile virus isolate WNV-1/US/BID-V4696/2001, complete genome",,
x,x,HM488250,10611,Corvus brachyrhynchos,USA,New York,,,brain,2003,,,"West Nile virus isolate WNV-1/US/BID-V4717/2003, complete genome",,
x,x,HM488251,10612,Corvus brachyrhynchos,USA,New York,,,brain,2003,,,"West Nile virus isolate WNV-1/US/BID-V4719/2003, complete genome",,
x,x,HM488252,10611,Corvus brachyrhynchos,USA,New York,,,brain,2005,,,"West Nile virus isolate WNV-1/US/BID-V4805/2005, complete genome",,
x,x,HM488253,10636,Culex,USA,Illinois,,,,2006,,,"West Nile virus isolate WNV-1/US/BID-V4553/2006, complete genome",,
x,x,HM488254,10621,Culex,USA,Illinois,,,,2007,,,"West Nile virus isolate WNV-1/US/BID-V4559/2007, complete genome",,
,x,HM756648,10621,Ochlerotatus trivittatus,USA,Connecticut,Fairfield County,Stratford,pooled insects,2002,,,"West Nile virus isolate WNV-1/US/BID-V4205/2002, complete genome",,
,x,HM756649,10485,Culex pipiens,USA,Connecticut,Fairfield County,Stratford,pooled insects,2006,,,"West Nile virus isolate WNV-1/US/BID-V4354/2006, complete genome",,
,x,HM756650,10809,Culex salinarius,USA,Connecticut,New Haven County,New Haven,pooled insects,08/21/2003,,,"West Nile virus isolate WNV-1/US/BID-V4582/2003, complete genome",,
,x,HM756651,10637,Ochlerotatus trivittatus,USA,Connecticut,Fairfield County,Norwalk,pooled insects,08/25/2003,,,"West Nile virus isolate WNV-1/US/BID-V4584/2003, complete genome",,
,x,HM756652,10619,Aedes cinereus,USA,Connecticut,Middlesex County,Killingworth,pooled insects,06/22/2003,,,"West Nile virus isolate WNV-1/US/BID-V4587/2003, complete genome",,
,x,HM756653,10621,Culex pipiens,USA,Connecticut,Middlesex County,Killingworth,pooled insects,08/26/2003,,,"West Nile virus isolate WNV-1/US/BID-V4588/2003, complete genome",,
,x,HM756654,10509,Culex salinarius,USA,Connecticut,Fairfield County,Greenwich,pooled insects,09/09/2003,,,"West Nile virus isolate WNV-1/US/BID-V4598/2003, complete genome",,
,x,HM756656,10649,Culiseta melanura,USA,Connecticut,New London County,Ledyard,pooled insects,09/17/2003,,,"West Nile virus isolate WNV-1/US/BID-V4615/2003, complete genome",,
,x,HM756657,11026,Culex pipiens,USA,Connecticut,Fairfield County,Bridgeport,pooled insects,10/01/2003,,,"West Nile virus isolate WNV-1/US/BID-V4685/2003, complete genome",,
,x,HM756658,10613,Culiseta melanura,USA,Connecticut,New London County,Stonington,pooled insects,10/07/2003,,,"West Nile virus isolate WNV-1/US/BID-V4686/2003, complete genome",,
,x,HM756659,10660,Culiseta melanura,USA,Connecticut,Middlesex County,Westbrook,pooled insects,10/08/2003,,,"West Nile virus isolate WNV-1/US/BID-V4687/2003, complete genome",,
x,x,HM756660,10547,Accipiter cooperii,USA,New York,,,brain,2008,,,"West Nile virus isolate WNV-1/US/BID-V4097/2008, complete genome",,
x,x,HM756661,10613,Corvus brachyrhynchos,USA,New York,,,brain,2001,,,"West Nile virus isolate WNV-1/US/BID-V4692/2001, complete genome",,
x,x,HM756662,10612,Corvus brachyrhynchos,USA,New York,,,brain,2001,,,"West Nile virus isolate WNV-1/US/BID-V4693/2001, complete genome",,
x,x,HM756663,10611,Corvus brachyrhynchos,USA,New York,,,brain,2001,,,"West Nile virus isolate WNV-1/US/BID-V4697/2001, complete genome",,
x,x,HM756664,10611,Corvus brachyrhynchos,USA,New York,,,brain,2002,,,"West Nile virus isolate WNV-1/US/BID-V4701/2002, complete genome",,
x,x,HM756665,10488,Corvus brachyrhynchos,USA,New York,,,brain,2002,,,"West Nile virus isolate WNV-1/US/BID-V4709/2002, complete genome",,
x,x,HM756666,10611,Corvus brachyrhynchos,USA,New York,,,brain,2003,,,"West Nile virus isolate WNV-1/US/BID-V4711/2003, complete genome",,
x,x,HM756667,10613,Corvus brachyrhynchos,USA,New York,,,brain,2003,,,"West Nile virus isolate WNV-1/US/BID-V4712/2003, complete genome",,
x,x,HM756668,10608,Corvus brachyrhynchos,USA,New York,,,brain,2003,,,"West Nile virus isolate WNV-1/US/BID-V4716/2003, complete genome",,
x,x,HM756669,10413,Corvus brachyrhynchos,USA,New York,,,brain,2003,,,"West Nile virus isolate WNV-1/US/BID-V4718/2003, complete genome",,
x,x,HM756670,10612,Corvus brachyrhynchos,USA,New York,,,brain,2003,,,"West Nile virus isolate WNV-1/US/BID-V4720/2003, complete genome",,
x,x,HM756671,10612,Corvus brachyrhynchos,USA,New York,,,brain,2004,,,"West Nile virus isolate WNV-1/US/BID-V4798/2004, complete genome",,
x,x,HM756672,10454,Corvus brachyrhynchos,USA,New York,,,brain,2004,,,"West Nile virus isolate WNV-1/US/BID-V4799/2004, complete genome",,
x,x,HM756673,10612,Corvus brachyrhynchos,USA,New York,,,brain,2004,,,"West Nile virus isolate WNV-1/US/BID-V4801/2004, complete genome",,
x,x,HM756675,10612,Corvus brachyrhynchos,USA,New York,,,brain,2005,,,"West Nile virus isolate WNV-1/US/BID-V4806/2005, complete genome",,
x,x,HM756676,10478,Cyanocitta cristata,USA,Illinois,,,,2003,,,"West Nile virus isolate WNV-1/US/BID-V4349/2003, complete genome",,
x,x,HM756677,10617,Loriidae sp.,USA,New Mexico,,,"kidney,abdominal cavity",2005,,,"West Nile virus isolate WNV-1/US/BID-V4530/2005, complete genome",,
x,x,HM756678,10621,Corvus brachyrhynchos,USA,New York,,,brain,2007,,,"West Nile virus isolate WNV-1/US/BID-V4095/2007, complete genome",,
x,x,HQ596519,11029,Corvus,USA,New York,,,,1999,,,"West Nile virus strain New York 99 isolate 4132, complete genome",Seemingly identical to AF196835 (NY99),remove
x,,HQ671696,10618,Culex salinarius,USA,Connecticut,,,pooled insects,2001,,,"West Nile virus isolate WNV-1/US/BID-V4196/2001, complete genome",,
x,,HQ671697,10621,Aedes vexans,USA,Connecticut,,,pooled insects,2001,,,"West Nile virus isolate WNV-1/US/BID-V4197/2001, complete genome",,
x,,HQ671698,10554,Culex restuans,USA,Connecticut,,,pooled insects,2002,,,"West Nile virus isolate WNV-1/US/BID-V4203/2002, complete genome",,
x,,HQ671699,10667,Ochlerotatus sollicitans,USA,Connecticut,,,pooled insects,2002,,,"West Nile virus isolate WNV-1/US/BID-V4206/2002, complete genome",,
x,,HQ671700,10645,Culiseta melanura,USA,Connecticut,,,pooled insects,2003,,,"West Nile virus isolate WNV-1/US/BID-V4576/2003, complete genome",,
x,,HQ671701,10734,Culex salinarius,USA,Connecticut,,,pooled insects,2003,,,"West Nile virus isolate WNV-1/US/BID-V4590/2003, complete genome",,
x,,HQ671702,10662,,USA,Connecticut,,,,2003,,,"West Nile virus isolate WNV-1/US/BID-V4595/2003, complete genome",,
x,,HQ671703,10613,Culiseta melanura,USA,Connecticut,,,pooled insects,2003,,,"West Nile virus isolate WNV-1/US/BID-V4611/2003, complete genome",,
x,,HQ671704,10804,Culex pipiens,USA,Connecticut,,,pooled insects,2003,,,"West Nile virus isolate WNV-1/US/BID-V4618/2003, complete genome",,
x,,HQ671705,10731,Culiseta melanura,USA,Connecticut,,,pooled insects,2003,,,"West Nile virus isolate WNV-1/US/BID-V4620/2003, complete genome",,
x,,HQ671706,10614,Aedes vexans,USA,Connecticut,,,pooled insects,1999,,,"West Nile virus isolate WNV-1/US/BID-V4898/1999, complete genome",,
x,,HQ671707,10607,Culex pipiens,USA,Connecticut,,,pooled insects,1999,,,"West Nile virus isolate WNV-1/US/BID-V4899/1999, complete genome",,
